,MAE_kW,MAPE_%,MAPE_9a8p_%,MASE,ME_kW,algo,batch,battery_kW,battery_kWh,end,f_kwarg,filename,index,pv_capacity,scons_%,scons_%_nobatt,ssuff_%,ssuff_%_nobatt,start
88,0.0,0.0,0.0,0.0,0.0,perfect,3.0,20.0,30.0,2019-12-31 23:45:00,{},data/10_3.pickle,10.0,12.5,98.63007897134624,70.17229506022777,51.18126658517957,32.869736800595774,2019-01-15 00:00:00
89,0.0,0.0,0.0,0.0,0.0,perfect,3.0,24.0,36.0,2019-12-31 23:45:00,{},data/12_3.pickle,12.0,15.0,95.78950785363882,60.21080100371229,51.20431542863705,28.58108101889778,2019-01-15 00:00:00
90,0.0,0.0,0.0,0.0,0.0,perfect,3.0,28.0,42.0,2019-12-31 23:45:00,{},data/14_3.pickle,14.0,17.5,99.00732497186203,69.69276780573729,51.648454946959426,32.7341249848788,2019-01-15 00:00:00
91,0.0,0.0,0.0,0.0,0.0,perfect,3.0,32.0,48.0,2019-12-31 23:45:00,{},data/16_3.pickle,16.0,20.0,96.97927232510119,62.36372460316854,51.242173190228364,29.26286528669967,2019-01-15 00:00:00
92,0.0,0.0,0.0,0.0,0.0,perfect,3.0,36.0,54.0,2019-12-31 23:45:00,{},data/18_3.pickle,18.0,22.5,97.574281408352,64.38332824546606,51.877468703819886,30.551068794732004,2019-01-15 00:00:00
93,0.0,0.0,0.0,0.0,0.0,perfect,3.0,40.0,60.0,2019-12-31 23:45:00,{},data/20_3.pickle,20.0,25.0,97.81856641759866,66.04129439938976,51.49041997999086,31.116128960171185,2019-01-15 00:00:00
94,0.0,0.0,0.0,0.0,0.0,perfect,3.0,44.0,66.0,2019-12-31 23:45:00,{},data/22_3.pickle,22.0,27.5,97.82741088947739,64.67089450196436,51.69557440143931,30.468261192664755,2019-01-15 00:00:00
95,0.0,0.0,0.0,0.0,0.0,perfect,3.0,48.0,72.0,2019-12-31 23:45:00,{},data/24_3.pickle,24.0,30.0,98.21781712366345,65.66924589870555,51.73796461496371,30.87618517111187,2019-01-15 00:00:00
96,0.0,0.0,0.0,0.0,0.0,perfect,3.0,52.0,78.0,2019-12-31 23:45:00,{},data/26_3.pickle,26.0,32.5,97.58097304241656,64.26816260126601,51.57037864600014,30.273634283370576,2019-01-15 00:00:00
97,0.0,0.0,0.0,0.0,0.0,perfect,3.0,56.0,84.0,2019-12-31 23:45:00,{},data/28_3.pickle,28.0,35.0,95.81350783468278,59.70034038644848,51.028199517124435,28.169004612938156,2019-01-15 00:00:00
98,0.0,0.0,0.0,0.0,0.0,perfect,3.0,60.0,90.0,2019-12-31 23:45:00,{},data/30_3.pickle,30.0,37.5,97.72365587939042,64.47792198094898,51.63323561704745,30.366418795271418,2019-01-15 00:00:00
